Rechcigl, Miloslav Jr.; |Moravian Brethren from Bohemia, Moravia and Silesia: Their Arrival and Settlement in America|32|1|(1991|152 - 165|https:/dx.doi.org/10.18447/BoZ-1991-3503|ABS|3503|5389
Rechcigl, Miloslav Jr.; |Moravian Brethren from Bohemia, Moravia and Silesia: Their Arrival and Settlement in America|32|1|(1991|152 - 165|https:/dx.doi.org/10.18447/BoZ-1991-3503|ABS|3503|5390
Seibt, Ferdinand; |Die Slowakei am Scheideweg|37|1|(1996)|220 - 221|https:/dx.doi.org/10.18447/BoZ-1996-3215|TAG|3215|4935
Slapnicka, Helmut; |Karel Malý: Trestní právo v Čechách v 15.–16. století [Strafrecht in Böhmen im 15.–16. Jahrhundert]|24|2|(1983|393 - 395|https:/dx.doi.org/10.18447/BoZ-1983-2927|REZ|2927|4478
Pfaff, Ivan; |Foitzik, Jan (Hg.): Entstalinisierungskrise in Ostmitteleuropa 1953–1956. Vom 17. Juni bis zum ungarischen Volksaufstand. Politische, militärische, soziale und nationale Dimensionen|43|1|(2002|293 - 295|https:/dx.doi.org/10.18447/BoZ-2002-2804|REZ|2804|4303
Fejtová, Olga; |Der kulturelle Standard im Alltagsleben der bürgerlichen Gesellschaft von Laun in der Epoche vor der Schlacht am Weißen Berg|36|1|(1995|118 - 125|https:/dx.doi.org/10.18447/BoZ-1995-2516|ART|2516|3888
Fejtová, Olga; |Der kulturelle Standard im Alltagsleben der bürgerlichen Gesellschaft von Laun in der Epoche vor der Schlacht am Weißen Berg|36|1|(1995|118 - 125|https:/dx.doi.org/10.18447/BoZ-1995-2516|ABS|2516|3889
Fejtová, Olga; |Der kulturelle Standard im Alltagsleben der bürgerlichen Gesellschaft von Laun in der Epoche vor der Schlacht am Weißen Berg|36|1|(1995|118 - 125|https:/dx.doi.org/10.18447/BoZ-1995-2516|ABS|2516|3890
Fejtová, Olga; |Der kulturelle Standard im Alltagsleben der bürgerlichen Gesellschaft von Laun in der Epoche vor der Schlacht am Weißen Berg|36|1|(1995|118 - 125|https:/dx.doi.org/10.18447/BoZ-1995-2516|ABS|2516|3891
Korkisch, Gustav; |Die Chronik des Mährisch-Trübauer Webers Michael Heger (1676–1725)|8|1|(1967|334 - 350|https:/dx.doi.org/10.18447/BoZ-1967-2105|ART|2105|3214
Schulze Wessel, Martin; |Rychlík, Jan: Česi a Slováci ve 20. století. Česko-slovenské vztahy 1914–1945 [Tschechen und Slowaken im 20. Jahrhundert. Tschecho-slowakische Beziehungen 1914–1945]|40|2|(1999|542 - 543|https:/dx.doi.org/10.18447/BoZ-1999-1817|REZ|1817|2755
Baumann, Winfried; |Die tschechischen Postillen in der Bibliothek des Franziskanerklosters von Neukirchen bei Hl. Blut|20|1|(1979|37 - 43|https:/dx.doi.org/10.18447/BoZ-1979-1406|ART|1406|2163
Baumann, Winfried; |Die tschechischen Postillen in der Bibliothek des Franziskanerklosters von Neukirchen bei Hl. Blut|20|1|(1979|37 - 43|https:/dx.doi.org/10.18447/BoZ-1979-1406|ABS|1406|2164
Baumann, Winfried; |Die tschechischen Postillen in der Bibliothek des Franziskanerklosters von Neukirchen bei Hl. Blut|20|1|(1979|37 - 43|https:/dx.doi.org/10.18447/BoZ-1979-1406|ABS|1406|2165
Bachstein, Martin K.; |Menzel, Wolfgang: Die nationale Entwicklung in Böhmen, Mähren und Schlesien. Von der Aufklärung bis zur Revolution 1848|27|1|(1986|162 - 164|https:/dx.doi.org/10.18447/BoZ-1986-707|REZ|707|1009
Maidl, Václav; |Wilde, Dieter: Der Aspekt des Politischen in der frühen Lyrik Hugo Sonnenscheins|45|1|(2004|259 - 260|https:/dx.doi.org/10.18447/BoZ-2004-1118|REZ|1118|1691
Witte, Michaela; |Roth, Klaus (Hg.): Nachbarschaft. Interkulturelle Beziehungen zwischen Deutschen, Polen und Tschechen|43|2|(2002|555 - 558|https:/dx.doi.org/10.18447/BoZ-2002-419|REZ|419|583
Fendl, Elisabeth; |Greiter, Susanne: Flucht und Vertreibung im Familiengedächtnis. Geschichte und Narrativ |56|1|(2016|252 - 254|https:/dx.doi.org/10.18447/BoZ-2016-4182|REZ|4182|6154
Doležalová, Antonie; |Zwischen Autarkie, Emanzipation und Diskriminierung: Die Nostrifizierung in der Tschechoslowakei nach 1918|53|1|(2013|46 - 93|https:/dx.doi.org/10.18447/BoZ-2013-3818|ART|3818|5737
Doležalová, Antonie; |Zwischen Autarkie, Emanzipation und Diskriminierung: Die Nostrifizierung in der Tschechoslowakei nach 1918|53|1|(2013|46 - 93|https:/dx.doi.org/10.18447/BoZ-2013-3818|ABS|3818|5738
Doležalová, Antonie; |Zwischen Autarkie, Emanzipation und Diskriminierung: Die Nostrifizierung in der Tschechoslowakei nach 1918|53|1|(2013|46 - 93|https:/dx.doi.org/10.18447/BoZ-2013-3818|ABS|3818|5739
Doležalová, Antonie; |Zwischen Autarkie, Emanzipation und Diskriminierung: Die Nostrifizierung in der Tschechoslowakei nach 1918|53|1|(2013|46 - 93|https:/dx.doi.org/10.18447/BoZ-2013-3818|ABS|3818|5740
Zimmermann, Marco; |Opfernarrative. Konkurrenzen und Deutungskämpfe in der Nachgeschichte des Zweiten Weltkriegs|50|2|(2010|395 - 399|https:/dx.doi.org/10.18447/BoZ-2010-3343|TAG|3343|5134
Georgiev, Jiří; |Glassheim, Eagle: Noble Nationalists. The Transformation of the Bohemian Aristocracy|46|2|(2005|505 - 508|https:/dx.doi.org/10.18447/BoZ-2005-3055|REZ|3055|4661
Burian, Peter; |Christoph M. Kimmich: Germany and the League of Nations |19|1|(1978|424 - 426|https:/dx.doi.org/10.18447/BoZ-1978-2644|REZ|2644|4068
Dinzelbacher, Peter; |Von Aufbruch und Utopie. Perspektiven einer neuen Gesellschaftsgeschichte des Mittelalters. Für und mit Ferdinand Seibt aus Anlaß seines 65. Geburtstages. Hrsg. v. Bea Lundt und Helma Reimöller|35|2|(1994)|494 - 496|https:/dx.doi.org/10.18447/BoZ-1994-2356|REZ|2356|3619
Kühnl, Karel; |Teichova, Alice: Kleinstaaten im Spannungsfeld der Großmächte. Wirtschaft und Politik in Mittel- und Südosteuropa in der Zwischenkriegszeit|31|2|(1990)|423 - 424|https:/dx.doi.org/10.18447/BoZ-1990-2233|REZ|2233|3425
Buchheim, Christoph; |Die Integration der Tschechoslowakei in den RGW|42|1|(2001|1 - 10|https:/dx.doi.org/10.18447/BoZ-2001-1945|ART|1945|2951
Buchheim, Christoph; |Die Integration der Tschechoslowakei in den RGW|42|1|(2001|1 - 10|https:/dx.doi.org/10.18447/BoZ-2001-1945|ABS|1945|2952
Buchheim, Christoph; |Die Integration der Tschechoslowakei in den RGW|42|1|(2001|1 - 10|https:/dx.doi.org/10.18447/BoZ-2001-1945|ABS|1945|2953
Buchheim, Christoph; |Die Integration der Tschechoslowakei in den RGW|42|1|(2001|1 - 10|https:/dx.doi.org/10.18447/BoZ-2001-1945|ABS|1945|2954
Krzenck, Thomas; |'Malý, Karel / Pánek, Jaroslav (Hgg.): Vladislavské zřízení zemské a počátky ústavního zřízení v českých zemích (1500–1619) [Die Wladislaw''sche Landesordnung und die Anfänge der verfassungsmäßigen Ordnung in den böhmischen Ländern (1500–1619)]. Redaktion D'|44|1|(2003)|226 - 228|https:/dx.doi.org/10.18447/BoZ-2003-1657|REZ|1657|2522
Kural, Václav; |MacDonald, Callum / Kaplan, Jan: Praha ve stínu hákového křižé. Pravda o německe okupaci 1939–1945 [Prag im Schatten des Hakenkreuzes. Die Wahrheit über die deutsche Okkupation 1939–1945]|37|2|(1996|463 - 465|https:/dx.doi.org/10.18447/BoZ-1996-1534|REZ|1534|2340
Seibt, Ferdinand; |Epoche am Scheideweg|28|2|(1987)|281 - 293|https:/dx.doi.org/10.18447/BoZ-1987-835|ART|835|1203
Seibt, Ferdinand; |Epoche am Scheideweg|28|2|(1987)|281 - 293|https:/dx.doi.org/10.18447/BoZ-1987-835|ABS|835|1204
Seibt, Ferdinand; |Epoche am Scheideweg|28|2|(1987)|281 - 293|https:/dx.doi.org/10.18447/BoZ-1987-835|ABS|835|1205
Seibt, Ferdinand; |Epoche am Scheideweg|28|2|(1987)|281 - 293|https:/dx.doi.org/10.18447/BoZ-1987-835|ABS|835|1206
Hüchtker, Dietlind; |Geschlechterverhältnisse in Ostmitteleuropa nach dem Zweiten Weltkrieg. Soziale Praxis und Konstruktion von Geschlechterbildern|46|1|(2005)|196 - 198|https:/dx.doi.org/10.18447/BoZ-2005-1246|TAG|1246|1912
Weiss, Stephanie; |Der Kongress der Politologen der Tschechischen Republik|41|2|(2000|402 - 404|https:/dx.doi.org/10.18447/BoZ-2000-547|TAG|547|780
Höhne, Steffen; |Germanobohemische Brückenschläge: Zum zehnten Jahrgang des Jahrbuches „brücken“|40|1|(1999)|119 - 128|https:/dx.doi.org/10.18447/BoZ-1999-958|ART|958|1437
Höhne, Steffen; |Germanobohemische Brückenschläge: Zum zehnten Jahrgang des Jahrbuches „brücken“|40|1|(1999)|119 - 128|https:/dx.doi.org/10.18447/BoZ-1999-958|ABS|958|1438
Höhne, Steffen; |Germanobohemische Brückenschläge: Zum zehnten Jahrgang des Jahrbuches „brücken“|40|1|(1999)|119 - 128|https:/dx.doi.org/10.18447/BoZ-1999-958|ABS|958|1439
Höhne, Steffen; |Germanobohemische Brückenschläge: Zum zehnten Jahrgang des Jahrbuches „brücken“|40|1|(1999)|119 - 128|https:/dx.doi.org/10.18447/BoZ-1999-958|ABS|958|1440
Simon, Attila; |Parallelen und Differenzen: Der Aktivismus der Ungarn in der Slowakei und der Sudetendeutschen zwischen den beiden Weltkriegen|54|2|(2014|368 - 391|https:/dx.doi.org/10.18447/BoZ-2014-3946|ART|3946|6172
Simon, Attila; |Parallelen und Differenzen: Der Aktivismus der Ungarn in der Slowakei und der Sudetendeutschen zwischen den beiden Weltkriegen|54|2|(2014|368 - 391|https:/dx.doi.org/10.18447/BoZ-2014-3946|ABS|3946|5932
Simon, Attila; |Parallelen und Differenzen: Der Aktivismus der Ungarn in der Slowakei und der Sudetendeutschen zwischen den beiden Weltkriegen|54|2|(2014|368 - 391|https:/dx.doi.org/10.18447/BoZ-2014-3946|ABS|3946|5933
Simon, Attila; |Parallelen und Differenzen: Der Aktivismus der Ungarn in der Slowakei und der Sudetendeutschen zwischen den beiden Weltkriegen|54|2|(2014|368 - 391|https:/dx.doi.org/10.18447/BoZ-2014-3946|ABS|3946|5934
Schulze Wessel, Martin; |Die Mitte liegt westwärts. Mitteleuropa in tschechischer Diskussion|29|2|(1988|325 - 344|https:/dx.doi.org/10.18447/BoZ-1988-3594|ART|3594|5514
Schulze Wessel, Martin; |Die Mitte liegt westwärts. Mitteleuropa in tschechischer Diskussion|29|2|(1988|325 - 344|https:/dx.doi.org/10.18447/BoZ-1988-3594|ABS|3594|5515
Schulze Wessel, Martin; |Die Mitte liegt westwärts. Mitteleuropa in tschechischer Diskussion|29|2|(1988|325 - 344|https:/dx.doi.org/10.18447/BoZ-1988-3594|ABS|3594|5516
Schulze Wessel, Martin; |Die Mitte liegt westwärts. Mitteleuropa in tschechischer Diskussion|29|2|(1988|325 - 344|https:/dx.doi.org/10.18447/BoZ-1988-3594|ABS|3594|5517
Klier, Richard; |Die Wettengel von Neuenberg. Die führenden Kaufleute Prags vor der Schlacht am Weißen Berge|14|1|(1973|43 - 80|https:/dx.doi.org/10.18447/BoZ-1973-3471|ART|3471|5304
Klier, Richard; |Die Wettengel von Neuenberg. Die führenden Kaufleute Prags vor der Schlacht am Weißen Berge|14|1|(1973|43 - 80|https:/dx.doi.org/10.18447/BoZ-1973-3471|ABS|3471|5305
Klier, Richard; |Die Wettengel von Neuenberg. Die führenden Kaufleute Prags vor der Schlacht am Weißen Berge|14|1|(1973|43 - 80|https:/dx.doi.org/10.18447/BoZ-1973-3471|ABS|3471|5306
Tureček, Dalibor; |Ther, Philipp: In der Mitte der Gesellschaft: Operntheater in Zentraleuropa 1815–1914|47|2|(2007|476 - 478|https:/dx.doi.org/10.18447/BoZ-2007-3183|REZ|3183|4870
Marek, Michaela; |Nová encyklopedie českého výtvarného umění [Neue Enzyklopädie der tschechischen / böhmischen bildenden Kunst]. Hrsg. v. Anděla Horová|38|1|(1997|205 - 208|https:/dx.doi.org/10.18447/BoZ-1997-2895|REZ|2895|4436
Zwicker, Stefan; |Literatur unter dem Hakenkreuz. Böhmen und Mähren 1938–1945|43|1|(2002|224 - 226|https:/dx.doi.org/10.18447/BoZ-2002-2772|TAG|2772|4271
Matasová, Kateřina; |Ratajová, Jana/Štorchová, Lucie (Hgg.): „Žena není příšera, ale nejmilejší stvoření Boží“. Diskursy manželství v české literatuřeraného novověku [„Das Weib ist kein Ungeheuer, sondern Gottes Lieblingsgeschöpf“. Ehediskurse in der tschechischen Literatur der frühen Neuzeit]|50|1|(2010)|186 - 188|https:/dx.doi.org/10.18447/BoZ-2010-2484|REZ|2484|3838
Machilek, Franz; |Wenzel Wladiwoj Tomek: Geschichte der Stadt Prag. Band 1|17|1|(1976|443 - 444|https:/dx.doi.org/10.18447/BoZ-1976-2073|REZ|2073|3146
Hoenig, Bianca; |Journal of Modern European History 8 (2010) H. 2. Themenheft: Hidden Paths Within Socialism. Hg. von Borodziej, Włodimierzý/Kochanowski, Jerzy /von Puttkamer, Joachim. ISSN; 1611-8944|51|1|(2011)|314 - 318|https:/dx.doi.org/10.18447/BoZ-2011-1785|REZ|1785|2699
Luft, Robert; |Morison, John (Hrsg.): The Czech and Slovak Experience. Selected Papers from the Fourth World Congress for Soviet and East European Studies, Harrogate, 1990|35|1|(1994|164 - 166|https:/dx.doi.org/10.18447/BoZ-1994-1374|REZ|1374|2129
Slapnicka, Helmut; |Broklová, Eva: První československá ústava. Diskuse v ústavním výboru v lednu a únoru 1920 [Die erste tschechoslowakische Verfassung. Die Diskussionen im Verfassungsausschuß im Januar und Februar 1920]|36|2|(1995|488 - 489|https:/dx.doi.org/10.18447/BoZ-1995-675|REZ|675|965
Loewenstein, Bedřich; |Pithart, Petr: Devětaosmdesátý. Vzpomínky a myšlenky. Krédo [Neunundachtzig. Erinnerungen und Gedanken. Ein Credo]|49|2|(2009)|571 - 572|https:/dx.doi.org/10.18447/BoZ-2009-1086|REZ|1086|1632
Hlaváček, Ivan ; |Labuda, Gerard: Święty Wojciech. Biskup – męczennik, patron Polski, Czech i Węgier [Der heilige Adalbert. Bischof – Märtyrer, Landespatron Polens, Böhmens und Ungarns]|43|2|(2002|492 - 493|https:/dx.doi.org/10.18447/BoZ-2002-387|REZ|387|551
Randák, Jan; |„Die Schule erzieht im Geiste des Sozialismus“. Ziele und Grenzen der „neuen Schule“ in der stalinistischen Tschechoslowakei|56|1|(2016|145 - 172|https:/dx.doi.org/10.18447/BoZ-2016-4150|ART|4150|6120
Randák, Jan; |„Die Schule erzieht im Geiste des Sozialismus“. Ziele und Grenzen der „neuen Schule“ in der stalinistischen Tschechoslowakei|56|1|(2016|145 - 172|https:/dx.doi.org/10.18447/BoZ-2016-4150|ABS|4150|6121
Randák, Jan; |„Die Schule erzieht im Geiste des Sozialismus“. Ziele und Grenzen der „neuen Schule“ in der stalinistischen Tschechoslowakei|56|1|(2016|145 - 172|https:/dx.doi.org/10.18447/BoZ-2016-4150|ABS|4150|6122
Buchenau, Klaus; |Sozialer Protest in religiöser Sprache. Die orthodoxe Bewegung in der Podkarpatská Rus (1919–1938)|52|2|(2012|277 - 302|https:/dx.doi.org/10.18447/BoZ-2012-3786|ART|3786|5690
Buchenau, Klaus; |Sozialer Protest in religiöser Sprache. Die orthodoxe Bewegung in der Podkarpatská Rus (1919–1938)|52|2|(2012|277 - 302|https:/dx.doi.org/10.18447/BoZ-2012-3786|ABS|3786|5691
Buchenau, Klaus; |Sozialer Protest in religiöser Sprache. Die orthodoxe Bewegung in der Podkarpatská Rus (1919–1938)|52|2|(2012|277 - 302|https:/dx.doi.org/10.18447/BoZ-2012-3786|ABS|3786|5692
Buchenau, Klaus; |Sozialer Protest in religiöser Sprache. Die orthodoxe Bewegung in der Podkarpatská Rus (1919–1938)|52|2|(2012|277 - 302|https:/dx.doi.org/10.18447/BoZ-2012-3786|ABS|3786|5693
Bachmann, Harald; |Riegers Memorie an Napoleon III. aus dem Jahre 1869|15|1|(1974|171 - 196|https:/dx.doi.org/10.18447/BoZ-1974-3311|ART|3311|5070
Bachmann, Harald; |Riegers Memorie an Napoleon III. aus dem Jahre 1869|15|1|(1974|171 - 196|https:/dx.doi.org/10.18447/BoZ-1974-3311|ABS|3311|5071
Bachmann, Harald; |Riegers Memorie an Napoleon III. aus dem Jahre 1869|15|1|(1974|171 - 196|https:/dx.doi.org/10.18447/BoZ-1974-3311|ABS|3311|5072
Theofel, Nina; |Knorr, Lorenz: Gegen Hitler und Henlein. Antifaschistischer Widerstand unter den Sudeten und in der Wehrmacht|49|1|(2009|268 - 270|https:/dx.doi.org/10.18447/BoZ-2009-3023|REZ|3023|4614
Meissner, Erhard; |Die Benediktinerabtei Raigern im Wandel zweier Jahrhunderte (1813–1950)|19|1|(1978|85 - 121|https:/dx.doi.org/10.18447/BoZ-1978-2612|ART|2612|4016
Meissner, Erhard; |Die Benediktinerabtei Raigern im Wandel zweier Jahrhunderte (1813–1950)|19|1|(1978|85 - 121|https:/dx.doi.org/10.18447/BoZ-1978-2612|ABS|2612|4017
Meissner, Erhard; |Die Benediktinerabtei Raigern im Wandel zweier Jahrhunderte (1813–1950)|19|1|(1978|85 - 121|https:/dx.doi.org/10.18447/BoZ-1978-2612|ABS|2612|4018
Marek, Michaela; |Zur Diskussion über den fiktionalen Charakter nationaler Geschichte|35|2|(1994)|373 - 376|https:/dx.doi.org/10.18447/BoZ-1994-2324|ART|2324|3587
Russocki, Stanisław; |An der Schwelle der Neuzeit? Politische Strukturen Polens und Mitteleuropas um 1490|31|2|(1990)|350 - 354|https:/dx.doi.org/10.18447/BoZ-1990-2201|ART|2201|3381
Russocki, Stanisław; |An der Schwelle der Neuzeit? Politische Strukturen Polens und Mitteleuropas um 1490|31|2|(1990)|350 - 354|https:/dx.doi.org/10.18447/BoZ-1990-2201|ABS|2201|3382
Russocki, Stanisław; |An der Schwelle der Neuzeit? Politische Strukturen Polens und Mitteleuropas um 1490|31|2|(1990)|350 - 354|https:/dx.doi.org/10.18447/BoZ-1990-2201|ABS|2201|3383
Russocki, Stanisław; |An der Schwelle der Neuzeit? Politische Strukturen Polens und Mitteleuropas um 1490|31|2|(1990)|350 - 354|https:/dx.doi.org/10.18447/BoZ-1990-2201|ABS|2201|3384
Slapnicka, Helmut; |Die Amts- und Unterrichtssprache in der Slowakei und die österreichische Regierung|16|1|(1975|139 - 160|https:/dx.doi.org/10.18447/BoZ-1975-1913|ART|1913|2907
Slapnicka, Helmut; |Die Amts- und Unterrichtssprache in der Slowakei und die österreichische Regierung|16|1|(1975|139 - 160|https:/dx.doi.org/10.18447/BoZ-1975-1913|ABS|1913|2908
Slapnicka, Helmut; |Die Amts- und Unterrichtssprache in der Slowakei und die österreichische Regierung|16|1|(1975|139 - 160|https:/dx.doi.org/10.18447/BoZ-1975-1913|ABS|1913|2909
Floderer, August; |'Avogadro''sche oder Loschmidt''sche Zahl?'|12|1|(1971|377 - 384|https:/dx.doi.org/10.18447/BoZ-1971-1625|ART|1625|2469
Schroubek, Georg R.; |Tadten. Eine dorfmonographische Forschung der Ethnographia Pannonica Austriaca 1972/73. Leitung Károly Gaál und Olaf Bockhorn|20|1|(1979|451 - 452|https:/dx.doi.org/10.18447/BoZ-1979-1502|REZ|1502|2275
Heumos, Peter; |Drehscheibe Prag: Deutsche Emigranten 1933–1939|30|1|(1989|161 - 162|https:/dx.doi.org/10.18447/BoZ-1989-803|TAG|803|1171
Höhne, Steffen; |Kafka, Franz: Amtliche Schriften. Kritische Ausgabe. Hrsg. Von Klaus Hermsdorf und Benno Wagner|47|1|(2007|212 - 213|https:/dx.doi.org/10.18447/BoZ-2007-1214|REZ|1214|1844
Štieß, Bedřich; |Die sozialen Verhältnisse der Glasmacher in den westböhmischen Hütten im 18. und 19. Jahrhundert|11|1|(1970|275 - 283|https:/dx.doi.org/10.18447/BoZ-1970-515|ART|515|719
Štieß, Bedřich; |Die sozialen Verhältnisse der Glasmacher in den westböhmischen Hütten im 18. und 19. Jahrhundert|11|1|(1970|275 - 283|https:/dx.doi.org/10.18447/BoZ-1970-515|ABS|515|720
Štieß, Bedřich; |Die sozialen Verhältnisse der Glasmacher in den westböhmischen Hütten im 18. und 19. Jahrhundert|11|1|(1970|275 - 283|https:/dx.doi.org/10.18447/BoZ-1970-515|ABS|515|721
Marek, Michaela; |Ebelová, Ivana: Pražská a venkovská stavební řemesla v době renesance a baroka [Die Bauhandwerke in Prag und in böhmischen Provinzstädten zur Zeit der Renaissance und des Barock]|44|2|(2003)|568 - 570|https:/dx.doi.org/10.18447/BoZ-2003-926|REZ|926|1381
Bahlcke, Joachim; |Kučera, Rudolf: Staat, Adel und Elitenwandel. Die Adelsverleihungen in Schlesien und Böhmen 1806–1871 im Vergleich|54|1|(2014)|178 - 182|https:/dx.doi.org/10.18447/BoZ-2014-3914|REZ|3914|5890
Luft, Robert; |Hlávka-Symposium in Prag|31|1|(1990|159 - 159|https:/dx.doi.org/10.18447/BoZ-1990-3562|TAG|3562|5473
Franzen, K. Erik; |Nationalsozialistische Herrschaftssysteme im Reichsgau Sudetenland, im Protektorat und in der Slowakei|41|1|(2000|188 - 191|https:/dx.doi.org/10.18447/BoZ-2000-3439|TAG|3439|5266
N., N.; |Tätigkeitsbericht des Collegium Carolinum (1960–1962)|3|1|(1962|582 - 584|https:/dx.doi.org/10.18447/BoZ-1962-3151|PER|3151|4808
Winkler, Martina; |Kováč, Dušan (Hg.): Na začiatku storočia. 1901–1914 [Beginn des Jahrhunderts. 1901–1914]|45|2|(2004|547 - 550|https:/dx.doi.org/10.18447/BoZ-2004-2740|REZ|2740|4218
Rabl, Kurt; |Zur Frage der Deutschenvertreibung aus der Tschechoslowakei|2|1|(1961|414 - 492|https:/dx.doi.org/10.18447/BoZ-1961-2452|ART|2452|3779
Rabl, Kurt; |Zur Frage der Deutschenvertreibung aus der Tschechoslowakei|2|1|(1961|414 - 492|https:/dx.doi.org/10.18447/BoZ-1961-2452|ABS|2452|3780
Rabl, Kurt; |Zur Frage der Deutschenvertreibung aus der Tschechoslowakei|2|1|(1961|414 - 492|https:/dx.doi.org/10.18447/BoZ-1961-2452|ABS|2452|3781
Seibt, Ferdinand; |Ost und West in der Geschichte des Denkens und der kulturellen Beziehungen. Festschrift für Eduard Winter zum 70.Geburtstag. Hrsg. v. W. Steinitz, P. N. Berkov, B. Suchodolski und J. Dolanský |13|1|(1972|450 - 451|https:/dx.doi.org/10.18447/BoZ-1972-2041|REZ|2041|3096
Prinz, Friedrich; |Laurin Luchner: Schlösser in Österreich. Bd. 1: Residenzen und Landsitze in Wien, Niederösterreich und im Burgenland|21|2|(1980|408 - 409|https:/dx.doi.org/10.18447/BoZ-1980-2000|REZ|2000|3029
Bahlcke, Joachim; |Kremer, Stephan: Herkunft und Werdegang geistlicher Führungsschichten in den Reichsbistümern zwischen Westfälischem Frieden und Säkularisation. Fürstbischöfe – Weihbischöfe – Generalvikare|38|2|(1997|416 - 418|https:/dx.doi.org/10.18447/BoZ-1997-1712|REZ|1712|2599
Ulrich, Vladimír; |Měšťan, Antonín: Česká literatura 1785-1985 [Die tschechische Literatur 1785–1985]|28|2|(1987)|459 - 461|https:/dx.doi.org/10.18447/BoZ-1987-890|REZ|890|1297
Hoensch, Jörg K.; |Polen und die Tschechoslowakei. Ihr Verhältnis im Spannungsfeld der internationalen Politik 1932 bis 1934|25|2|(1984)|295 - 312|https:/dx.doi.org/10.18447/BoZ-1984-1301|ART|1301|2018
Hoensch, Jörg K.; |Polen und die Tschechoslowakei. Ihr Verhältnis im Spannungsfeld der internationalen Politik 1932 bis 1934|25|2|(1984)|295 - 312|https:/dx.doi.org/10.18447/BoZ-1984-1301|ABS|1301|2019
Hoensch, Jörg K.; |Polen und die Tschechoslowakei. Ihr Verhältnis im Spannungsfeld der internationalen Politik 1932 bis 1934|25|2|(1984)|295 - 312|https:/dx.doi.org/10.18447/BoZ-1984-1301|ABS|1301|2020
Hoensch, Jörg K.; |Polen und die Tschechoslowakei. Ihr Verhältnis im Spannungsfeld der internationalen Politik 1932 bis 1934|25|2|(1984)|295 - 312|https:/dx.doi.org/10.18447/BoZ-1984-1301|ABS|1301|2021
Tönsmeyer, Tatjana; |Juden und Judenfeindschaft in der Slowakei|39|1|(1998|155 - 156|https:/dx.doi.org/10.18447/BoZ-1998-602|TAG|602|859
Loewenstein, Bedřich; |Klin, Egeniusz / Loužil, Jaromir: František Tomáš Bratranek – ein polonophiler Mittler zwischen den Nationen|30|2|(1989|433 - 434|https:/dx.doi.org/10.18447/BoZ-1989-1013|REZ|1013|1523
Wlaschek, Rudolf M.; |Klostergründungen im südlichen Teil des Riesengebirgsvorlandes|28|1|(1987|108 - 113|https:/dx.doi.org/10.18447/BoZ-1987-314|ART|314|445
Wlaschek, Rudolf M.; |Klostergründungen im südlichen Teil des Riesengebirgsvorlandes|28|1|(1987|108 - 113|https:/dx.doi.org/10.18447/BoZ-1987-314|ABS|314|446
Wlaschek, Rudolf M.; |Klostergründungen im südlichen Teil des Riesengebirgsvorlandes|28|1|(1987|108 - 113|https:/dx.doi.org/10.18447/BoZ-1987-314|ABS|314|447
Wlaschek, Rudolf M.; |Klostergründungen im südlichen Teil des Riesengebirgsvorlandes|28|1|(1987|108 - 113|https:/dx.doi.org/10.18447/BoZ-1987-314|ABS|314|448
Conrad, Benjamin; |Haslinger, Peter / Hein-Kircher, Heidi / Jaworski, Rudolf (Hgg.): Heimstätten der Nation. Ostmitteleuropäische Vereins- und Gesellschaftshäuser im transnationalen Vergleich|55|1|(2015|188 - 190|https:/dx.doi.org/10.18447/BoZ-2015-4001|REZ|4001|6013
Seibt, Ferdinand; |Dr. Reiner Franke * 1. April 1937  † 8. August 1981|23|1|(1982|164 - 165|https:/dx.doi.org/10.18447/BoZ-1982-3649|PER|3649|5593
Heumos, Peter; |Kieval, Hillel J.: The Making of Czech Jewry. National Conflict and Jewish Society in Bohemia, 1870–1918|32|1|(1991|215 - 217|https:/dx.doi.org/10.18447/BoZ-1991-3526|REZ|3526|5413
Tischler, Maria; |Guzsak, Ladislaus (Hrsg.): Bergstädte der Unterzips|26|2|(1985|403 - 405|https:/dx.doi.org/10.18447/BoZ-1985-3238|REZ|3238|4973
Gruner, Wolf D.; |Andreas Hillgruber: Europa in der Weltpolitik der Nachkriegszeit 1945–1963|24|2|(1983|430 - 432|https:/dx.doi.org/10.18447/BoZ-1983-2950|REZ|2950|4501
N., N.; |Im Gedenken an Wilhelm Wostry|1|1|(1960|383 - 385|https:/dx.doi.org/10.18447/BoZ-1960-2827|PER|2827|4326
Teufel, Helmut; |Kovtun, Jiří: Tajuplná vražda. Případ Leopolda Hilsnera [Ein geheimnisvoller Mord. Der Fall Leopold Hilsner]|36|1|(1995|209 - 210|https:/dx.doi.org/10.18447/BoZ-1995-2539|REZ|2539|3919
Bachmann, Harald; |Staatsreform und Kriegspolitik. Existenzprobleme Österreichs vor Beginn und während des Ersten Weltkrieges|9|1|(1968)|179 - 196|https:/dx.doi.org/10.18447/BoZ-1968-2251|ART|2251|3457
Bachmann, Harald; |Staatsreform und Kriegspolitik. Existenzprobleme Österreichs vor Beginn und während des Ersten Weltkrieges|9|1|(1968)|179 - 196|https:/dx.doi.org/10.18447/BoZ-1968-2251|ABS|2251|3458
